Area,AreaCode,AreaCode2,Grain,Year,Month,LPrice,HPrice
AH,001,,R1,1848, 1, 90,120
AH,001,,R1,1848, 2, 90,120
AH,001,,R1,1848, 3, 99,129
AH,001,,R1,1848, 4,109,130
AH,001,,R1,1848, 5,110,130
AH,001,,R1,1848, 6,110,130
AH,001,,R1,1848, 7,110,131
AH,001,,R1,1848, 8,112,142
AH,001,,R1,1848, 9,131,161
AH,001,,R1,1848,10,140,173
AH,001,,R1,1848,11,137,190
AH,001,,R1,1848,12,120,190
AH,001,,R1,1849, 2,130,190
AH,001,,R1,1849, 3,130,190
AH,001,,R1,1849, 4,133,190
AH,001,,R1,1849, 5,140,190
AH,001,,R1,1849, 6,140,190
AH,001,,R1,1849,11,170,220
AH,001,,R1,1849,12,170,220
AH,001,,R1,1850, 1,170,220
AH,001,,R1,1850, 2,170,226
AH,001,,R1,1850, 3,164,242
AH,001,,R1,1850, 4,160,250
AH,001,,R1,1850, 5,160,244
AH,001,,R1,1850, 6,160,233
AH,001,,R1,1850, 7,160,230
AH,001,,R1,1850, 8,160,230
AH,001,,R1,1850, 9,152,213
AH,001,,R1,1850,10,141,184
AH,001,,R1,1850,11,140,176
AH,001,,R1,1850,12,108,152
AH,001,,R1,1851, 1,100,140
AH,001,,R1,1851, 2,120,140
AH,001,,R1,1851, 3,120,149
AH,001,,R1,1851, 4,120,160
AH,001,,R1,1851, 5,120,160
AH,001,,R1,1851, 6,120,160
AH,001,,R1,1851, 7,125,164
AH,001,,R1,1851, 8,125,160
AH,001,,R1,1851, 9,125,159
AH,001,,R1,1851,10,122,155
AH,001,,R1,1851,11,113,154
AH,001,,R1,1851,12,107,147
AH,001,,R1,1852, 1,107,138
AH,001,,R1,1852, 2,107,137
AH,001,,R1,1852, 3,107,144
AH,001,,R1,1852, 4,107,154
AH,001,,R1,1852, 5,107,160
AH,001,,R1,1852, 6,107,156
AH,001,,R1,1852, 7,107,150
AH,001,,R1,1852, 8,107,160
AH,001,,R1,1852, 9,107,149
AH,001,,R1,1852,10,112,140
AH,001,,R1,1852,11,113,137
AH,001,,R1,1852,12,107,125
AH,001,,R1,1853, 1,105,120
AH,001,,R1,1869, 2,130,230
AH,001,,R1,1869, 3,130,230
AH,001,,R1,1869, 4,130,230
AH,001,,R1,1869, 5,130,230
AH,001,,R1,1869, 6,130,230
AH,001,,R1,1869, 7,141,230
AH,001,,R1,1869, 8,160,253
AH,001,,R1,1869, 9,161,243
AH,001,,R1,1869,10,160,240
AH,001,,R1,1869,11,160,231
AH,001,,R1,1869,12,165,230
AH,001,,R1,1870, 1,175,240
AH,001,,R1,1870, 2,180,240
AH,001,,R1,1870, 3,190,250
AH,001,,R1,1870, 4,190,250
AH,001,,R1,1870, 5,190,249
AH,001,,R1,1870, 6,190,240
AH,001,,R1,1870, 7,190,239
AH,001,,R1,1870, 8,188,230
AH,001,,R1,1870, 9,178,230
AH,001,,R1,1870,10,166,230
AH,001,,R1,1870,11,154,230
AH,001,,R1,1870,12,150,230
AH,001,,R1,1871, 1,150,230
AH,001,,R1,1871, 2,150,230
AH,001,,R1,1871, 3,154,230
AH,001,,R1,1871, 4,160,230
AH,001,,R1,1871, 5,160,230
AH,001,,R1,1871, 6,160,230
AH,001,,R1,1871, 7,160,230
AH,001,,R1,1871, 8,140,230
AH,001,,R1,1871, 9,129,203
AH,001,,R1,1871,10,120,180
AH,001,,R1,1871,11,120,180
AH,001,,R1,1871,12,114,180
AH,001,,R1,1872, 1,110,180
AH,001,,R1,1872, 2,110,180
AH,001,,R1,1872, 3,110,180
AH,001,,R1,1872, 4,110,180
AH,001,,R1,1872, 5,110,180
AH,001,,R1,1872, 6,110,180
AH,001,,R1,1872, 7,118,180
AH,001,,R1,1872, 8,120,180
AH,001,,R1,1872, 9,115,180
AH,001,,R1,1872,10,110,175
AH,001,,R1,1872,11,110,175
AH,001,,R1,1872,12,110,170
AH,001,,R1,1873, 1,110,170
AH,001,,R1,1873, 2,110,170
AH,001,,R1,1873, 3,110,170
AH,001,,R1,1873, 5,112,170
AH,001,,R1,1873, 6,120,170
AH,001,,R1,1873, 7,123,170
AH,001,,R1,1873, 8,130,170
AH,001,,R1,1873, 9,127,164
AH,001,,R1,1873,10,120,150
AH,001,,R1,1873,11,120,150
AH,001,,R1,1873,12,120,150
AH,001,,R1,1874, 1,120,150
AH,001,,R1,1874, 2,120,154
AH,001,,R1,1874, 3,122,160
AH,001,,R1,1874, 4,125,160
AH,001,,R1,1874, 5,125,160
AH,001,,R1,1874, 6,123,160
AH,001,,R1,1874, 7,122,160
AH,001,,R1,1874, 8,122,154
AH,001,,R1,1874, 9,121,150
AH,001,,R1,1874,10,120,150
AH,001,,R1,1874,11,120,150
AH,001,,R1,1874,12,120,150
AH,001,,R1,1875, 1,120,150
AH,001,,R1,1875, 2,120,150
AH,001,,R1,1875, 3,120,150
AH,001,,R1,1875, 4,120,150
AH,001,,R1,1875, 5,120,150
AH,001,,R1,1875, 6,120,150
AH,001,,R1,1875, 7,120,150
AH,001,,R1,1875, 8,120,150
AH,001,,R1,1875, 9,122,160
AH,001,,R1,1875,10,121,160
AH,001,,R1,1875,11,121,160
AH,001,,R1,1876, 4,126,160
AH,001,,R1,1876, 5,126,160
AH,001,,R1,1876, 6,126,160
AH,001,,R1,1876, 7,127,160
AH,001,,R1,1876, 8,127,160
AH,001,,R1,1876, 9,128,160
AH,001,,R1,1876,10,129,160
AH,001,,R1,1876,11,128,160
AH,001,,R1,1876,12,129,165
AH,001,,R1,1877, 1,130,170
AH,001,,R1,1877, 2,130,172
AH,001,,R1,1877, 3,134,179
AH,001,,R1,1877, 4,141,182
AH,001,,R1,1877, 5,143,180
AH,001,,R1,1877, 6,143,207
AH,001,,R1,1877, 7,168,220
AH,001,,R1,1877, 8,176,220
AH,001,,R1,1877, 9,171,212
AH,001,,R1,1877,10,162,210
AH,001,,R1,1877,11,151,210
AH,001,,R1,1877,12,150,210
AH,001,,R1,1878, 1,150,210
AH,001,,R1,1878, 2,150,210
AH,001,,R1,1878, 3,150,210
AH,001,,R1,1878, 4,159,210
AH,001,,R1,1878, 5,160,220
AH,001,,R1,1878, 6,160,220
AH,001,,R1,1878, 7,159,220
AH,001,,R1,1878, 8,149,220
AH,001,,R1,1878, 9,138,220
AH,001,,R1,1878,10,130,220
AH,001,,R1,1878,11,130,220
AH,001,,R1,1878,12,130,220
AH,001,,R1,1879, 1,130,220
AH,001,,R1,1879, 2,130,220
AH,001,,R1,1879, 3,130,220
AH,001,,R1,1879, 4,130,220
AH,001,,R1,1879, 5,130,220
AH,001,,R1,1879, 6,130,220
AH,001,,R1,1879, 7,134,220
AH,001,,R1,1879, 8,131,220
AH,001,,R1,1879, 9,120,210
AH,001,,R1,1879,10,120,189
AH,001,,R1,1879,11,120,176
AH,001,,R1,1879,12,120,171
AH,001,,R1,1880, 1,120,170
AH,001,,R1,1880, 2,120,170
AH,001,,R1,1880, 3,120,170
AH,001,,R1,1880, 4,120,170
AH,001,,R1,1880, 5,120,166
AH,001,,R1,1880, 6,120,165
AH,001,,R1,1880, 7,128,165
AH,001,,R1,1880, 8,122,165
AH,001,,R1,1880, 9,116,161
AH,001,,R1,1880,10,115,155
AH,001,,R1,1880,11,115,155
AH,001,,R1,1880,12,115,155
AH,001,,R1,1881, 1,115,155
AH,001,,R1,1881, 2,115,154
AH,001,,R1,1881, 3,115,154
AH,001,,R1,1881, 4,115,154
AH,001,,R1,1881, 5,115,153
AH,001,,R1,1881, 6,115,153
AH,001,,R1,1881, 7,115,153
AH,001,,R1,1881, 8,115,152
AH,001,,R1,1881, 9,115,150
AH,001,,R1,1881,10,115,150
AH,001,,R1,1881,11,114,150
AH,001,,R1,1881,12,110,150
AH,001,,R1,1882, 1,110,150
AH,001,,R1,1882, 2,110,150
AH,001,,R1,1882, 3,110,150
AH,001,,R1,1882, 4,110,150
AH,001,,R1,1882, 5,110,150
AH,001,,R1,1882, 6,112,150
AH,001,,R1,1882, 7,115,161
AH,001,,R1,1882, 8,118,182
AH,001,,R1,1882, 9,120,190
AH,001,,R1,1882,10,120,190
AH,001,,R1,1882,11,120,190
AH,001,,R1,1882,12,120,190
AH,001,,R1,1883, 1,120,190
AH,001,,R1,1883, 2,120,190
AH,001,,R1,1883, 3,139,194
AH,001,,R1,1883, 4,149,195
AH,001,,R1,1883, 5,150,195
AH,001,,R1,1883, 6,150,222
AH,001,,R1,1883, 7,150,226
AH,001,,R1,1883, 8,150,205
AH,001,,R1,1883, 9,150,196
AH,001,,R1,1883,10,140,191
AH,001,,R1,1883,11,130,172
AH,001,,R1,1883,12,130,172
AH,001,,R1,1884, 2,130,172
AH,001,,R1,1884, 3,130,172
AH,001,,R1,1884, 4,130,172
AH,001,,R1,1884, 5,130,172
AH,001,,R1,1884, 6,130,173
AH,001,,R1,1884, 7,130,177
AH,001,,R1,1884, 8,130,170
AH,001,,R1,1884, 9,130,166
AH,001,,R1,1884,10,126,160
AH,001,,R1,1884,11,120,160
AH,001,,R1,1884,12,116,160
AH,001,,R1,1885, 1,112,160
AH,001,,R1,1885, 2,112,165
AH,001,,R1,1885, 3,116,170
AH,001,,R1,1885, 4,120,170
AH,001,,R1,1885, 5,120,170
AH,001,,R1,1885, 6,118,170
AH,001,,R1,1885, 7,122,170
AH,001,,R1,1885, 8,126,170
AH,001,,R1,1885, 9,128,170
AH,001,,R1,1885,10,128,166
AH,001,,R1,1885,11,128,169
AH,001,,R1,1885,12,128,170
AH,001,,R1,1886, 1,128,170
AH,001,,R1,1886, 2,134,170
AH,001,,R1,1886, 3,135,178
AH,001,,R1,1886, 4,135,180
AH,001,,R1,1886, 5,135,180
AH,001,,R1,1886, 6,135,180
AH,001,,R1,1886, 7,140,190
AH,001,,R1,1886, 8,140,190
AH,001,,R1,1886, 9,139,189
AH,001,,R1,1886,10,130,180
AH,001,,R1,1886,11,130,180
AH,001,,R1,1886,12,130,180
AH,001,,R1,1887, 1,130,180
AH,001,,R1,1887, 2,130,180
AH,001,,R1,1887, 3,130,180
AH,001,,R1,1887, 4,130,180
AH,001,,R1,1887, 5,130,180
AH,001,,R1,1887, 6,130,180
AH,001,,R1,1887, 7,129,184
AH,001,,R1,1887, 8,130,190
AH,001,,R1,1887, 9,133,192
AH,001,,R1,1887,10,133,197
AH,001,,R1,1887,11,131,200
AH,001,,R1,1887,12,130,200
AH,001,,R1,1888,12,130,160
AH,001,,R1,1889, 1,130,160
AH,001,,R1,1889, 2,130,160
AH,001,,R1,1889, 3,130,160
AH,001,,R1,1889, 4,130,160
AH,001,,R1,1889, 5,135,161
AH,001,,R1,1889, 6,135,170
AH,001,,R1,1889, 7,135,169
AH,001,,R1,1889, 8,133,160
AH,001,,R1,1889, 9,126,164
AH,001,,R1,1889,10,130,180
AH,001,,R1,1889,11,130,180
AH,001,,R1,1889,12,130,180
AH,001,,R1,1890, 1,130,173
AH,001,,R1,1890, 2,130,160
AH,001,,R1,1890, 3,130,160
AH,001,,R1,1890, 4,132,160
AH,001,,R1,1890, 5,133,168
AH,001,,R1,1890, 6,130,194
AH,001,,R1,1890, 7,132,210
AH,001,,R1,1890, 8,135,210
AH,001,,R1,1890, 9,132,210
AH,001,,R1,1890,10,127,204
AH,001,,R1,1890,11,127,200
AH,001,,R1,1890,12,128,200
AH,001,,R1,1891, 1,129,200
AH,001,,R1,1891, 2,130,179
AH,001,,R1,1891, 3,130,170
AH,001,,R1,1891, 4,130,170
AH,001,,R1,1891, 5,130,170
AH,001,,R1,1891, 6,130,178
AH,001,,R1,1891, 7,130,180
AH,001,,R1,1891, 8,130,180
AH,001,,R1,1891, 9,130,161
AH,001,,R1,1891,10,130,169
AH,001,,R1,1891,11,130,180
AH,001,,R1,1891,12,130,180
AH,001,,R1,1892, 1,130,180
AH,001,,R1,1892, 2,130,180
AH,001,,R1,1892, 3,130,180
AH,001,,R1,1892, 4,130,180
AH,001,,R1,1892, 5,130,180
AH,001,,R1,1892, 6,130,180
AH,001,,R1,1892, 7,130,180
AH,001,,R1,1892, 8,130,180
AH,001,,R1,1892, 9,130,180
AH,001,,R1,1892,10,130,180
AH,001,,R1,1892,11,130,180
AH,001,,R1,1892,12,130,180
AH,001,,R1,1893, 1,130,180
AH,001,,R1,1893, 2,130,180
AH,001,,R1,1893, 3,130,180
AH,001,,R1,1893, 4,130,180
AH,001,,R1,1893, 5,130,175
AH,001,,R1,1893, 6,130,170
AH,001,,R1,1893, 7,130,170
AH,001,,R1,1893, 8,130,170
AH,001,,R1,1893, 9,126,170
AH,001,,R1,1893,10,121,170
AH,001,,R1,1893,11,120,170
AH,001,,R1,1893,12,120,178
AH,001,,R1,1894, 1,120,180
AH,001,,R1,1894, 2,120,180
AH,001,,R1,1894, 3,120,180
AH,001,,R1,1894, 4,120,180
AH,001,,R1,1894, 5,120,180
AH,001,,R1,1894, 6,120,180
AH,001,,R1,1894, 7,120,180
AH,001,,R1,1894, 8,120,180
AH,001,,R1,1894, 9,120,180
AH,001,,R1,1894,10,120,180
AH,001,,R1,1894,11,121,180
AH,001,,R1,1894,12,130,180
AH,001,,R1,1895, 1,130,180
AH,001,,R1,1895, 2,129,180
AH,001,,R1,1895, 3,122,180
AH,001,,R1,1895, 4,130,180
AH,001,,R1,1895, 5,130,180
AH,001,,R1,1895, 6,130,183
AH,001,,R1,1895, 7,130,190
AH,001,,R1,1895, 8,130,190
AH,001,,R1,1895, 9,130,186
AH,001,,R1,1895,10,130,180
AH,001,,R1,1895,11,130,180
AH,001,,R1,1895,12,130,180
AH,001,,R1,1896, 1,130,180
AH,001,,R1,1896, 2,130,180
AH,001,,R1,1896, 3,130,180
AH,001,,R1,1896, 4,130,180
AH,001,,R1,1896, 5,130,180
AH,001,,R1,1896, 6,130,183
AH,001,,R1,1896, 7,130,202
AH,001,,R1,1896, 8,130,203
AH,001,,R1,1896, 9,122,200
AH,001,,R1,1896,10,112,200
AH,001,,R1,1896,11,110,200
AH,001,,R1,1896,12,110,200
AH,001,,R1,1897, 1,110,200
AH,001,,R1,1897, 2,110,200
AH,001,,R1,1897, 3,110,200
AH,001,,R1,1897, 4,110,200
AH,001,,R1,1897, 5,110,200
AH,001,,R1,1897, 6,110,210
AH,001,,R1,1897, 7,118,220
AH,001,,R1,1897, 8,118,220
AH,001,,R1,1897, 9,118,219
AH,001,,R1,1897,10,118,214
AH,001,,R1,1897,11,118,210
AH,001,,R1,1897,12,118,210
AH,001,,R1,1898, 1,118,210
AH,001,,R1,1898, 2,118,210
AH,001,,R1,1898, 3,123,216
AH,001,,R1,1898, 4,138,237
AH,001,,R1,1898, 5,145,269
AH,001,,R1,1898, 6,145,300
AH,001,,R1,1898, 7,151,300
AH,001,,R1,1898, 8,162,300
AH,001,,R1,1898, 9,165,300
AH,001,,R1,1898,10,165,289
AH,001,,R1,1898,11,165,274
AH,001,,R1,1898,12,165,258
AH,001,,R1,1899, 1,165,250
AH,001,,R1,1899, 2,165,255
AH,001,,R1,1899, 3,165,258
AH,001,,R1,1899, 4,165,260
AH,001,,R1,1899, 5,165,253
AH,001,,R1,1899, 6,165,242
AH,001,,R1,1899, 7,165,217
AH,001,,R1,1899, 8,165,210
AH,001,,R1,1899, 9,165,210
AH,001,,R1,1899,10,165,210
AH,001,,R1,1899,11,165,201
AH,001,,R1,1899,12,165,200
AH,001,,R1,1900, 1,165,200
AH,001,,R1,1900, 2,165,200
AH,001,,R1,1900, 3,165,200
AH,001,,R1,1900, 4,165,193
AH,001,,R1,1900, 5,166,195
AH,001,,R1,1900, 6,170,193
AH,001,,R1,1900, 7,167,193
AH,001,,R1,1900, 8,155,193
AH,001,,R1,1900, 9,155,193
AH,001,,R1,1900,10,155,193
AH,001,,R1,1900,11,155,193
AH,001,,R1,1900,12,155,193
AH,001,,R1,1901, 1,155,193
AH,001,,R1,1901, 2,155,193
AH,001,,R1,1901, 4,160,200
AH,001,,R1,1901, 5,160,205
AH,001,,R1,1901, 6,160,210
AH,001,,R1,1901, 7,160,240
AH,001,,R1,1901, 8,160,240
AH,001,,R1,1901, 9,166,246
AH,001,,R1,1901,10,170,256
AH,001,,R1,1901,11,170,260
AH,001,,R1,1901,12,173,260
AH,001,,R1,1902, 1,175,260
AH,001,,R1,1902, 2,175,260
AH,001,,R1,1902, 4,190,360
AH,001,,R1,1902, 5,190,360
AH,001,,R1,1902, 6,190,360
AH,001,,R1,1902, 7,190,360
AH,001,,R1,1902, 8,185,351
AH,001,,R1,1902, 9,185,340
AH,001,,R1,1902,10,185,301
AH,001,,R1,1902,11,185,289
AH,001,,R1,1902,12,185,270
AH,001,,R1,1903, 1,185,270
AH,001,,R1,1903, 2,187,270
AH,001,,R1,1903, 3,188,269
AH,001,,R1,1903, 4,196,261
AH,001,,R1,1903, 5,190,270
AH,001,,R1,1903, 6,190,270
AH,001,,R1,1903, 7,190,267
AH,001,,R1,1903, 8,189,257
AH,001,,R1,1903, 9,184,250
AH,001,,R1,1903,10,177,246
AH,001,,R1,1903,11,177,240
AH,001,,R1,1903,12,177,240
AH,001,,R1,1904, 1,182,240
AH,001,,R1,1904, 2,187,240
AH,001,,R1,1904, 3,187,245
AH,001,,R1,1904, 4,187,250
AH,001,,R1,1904, 5,187,260
AH,001,,R1,1904, 6,187,260
AH,001,,R1,1904, 7,187,266
AH,001,,R1,1904, 8,187,263
AH,001,,R1,1904,12,177,240
AH,001,,R1,1905, 1,169,240
AH,001,,R1,1905, 2,167,240
AH,001,,R1,1905, 3,175,240
AH,001,,R1,1905, 4,168,240
AH,001,,R1,1905, 5,167,222
AH,001,,R1,1905, 6,167,239
AH,001,,R1,1905, 7,167,240
AH,001,,R1,1905, 8,167,240
AH,001,,R1,1905, 9,167,240
AH,001,,R1,1905,10,167,240
AH,001,,R1,1905,11,167,240
AH,001,,R1,1905,12,171,240
AH,001,,R1,1906, 1,187,240
AH,001,,R1,1906, 2,187,240
AH,001,,R1,1906, 3,187,240
AH,001,,R1,1906, 4,187,242
AH,001,,R1,1906, 5,199,273
AH,001,,R1,1906, 6,230,336
AH,001,,R1,1906, 7,230,350
AH,001,,R1,1906, 8,234,340
AH,001,,R1,1906, 9,240,325
AH,001,,R1,1906,12,220,290
AH,001,,R1,1907, 1,220,307
AH,001,,R1,1907, 2,226,326
AH,001,,R1,1907, 3,236,347
AH,001,,R1,1907, 4,240,360
AH,001,,R1,1907, 5,240,354
AH,001,,R1,1907, 6,240,350
AH,001,,R1,1907, 7,240,378
AH,001,,R1,1907, 8,240,375
AH,001,,R1,1907, 9,240,347
AH,001,,R1,1907,10,240,340
AH,001,,R1,1907,11,240,340
AH,001,,R1,1907,12,240,357
AH,001,,R1,1908, 1,249,360
AH,001,,R1,1908, 2,250,360
AH,001,,R1,1908, 3,250,360
AH,001,,R1,1908, 4,250,360
AH,001,,R1,1908, 5,250,360
AH,001,,R1,1908, 6,250,360
AH,001,,R1,1908, 7,250,361
AH,001,,R1,1908, 8,250,370
AH,001,,R1,1908, 9,250,364
AH,001,,R1,1908,10,250,340
AH,001,,R1,1908,11,250,338
AH,001,,R1,1908,12,250,327
AH,001,,R1,1909, 1,250,320
AH,001,,R1,1909, 2,250,320
AH,001,,R1,1909, 3,250,320
AH,001,,R1,1909, 4,250,320
AH,001,,R1,1909, 5,250,324
AH,001,,R1,1909, 6,250,339
AH,001,,R1,1909, 7,250,350
AH,001,,R1,1909, 8,250,350
AH,001,,R1,1909, 9,244,344
AH,001,,R1,1909,10,240,334
AH,001,,R1,1909,11,240,324
AH,001,,R1,1909,12,240,314
AH,001,,R1,1910, 1,240,310
AH,001,,R1,1910, 2,240,310
AH,001,,R1,1910, 3,260,324
AH,001,,R1,1910, 4,277,330
AH,001,,R1,1910, 5,295,412
AH,001,,R1,1910, 6,300,448
AH,001,,R1,1910, 7,300,426
AH,001,,R1,1910, 8,291,376
AH,001,,R1,1910, 9,245,343
AH,001,,R1,1910,10,240,321
AH,001,,R1,1910,11,240,320
AH,001,,R1,1910,12,240,339
AH,001,,R1,1911, 1,240,352
AH,001,,R1,1911, 2,240,380
AH,001,,R1,1911, 3,280,474
AH,001,,R1,1911, 4,279,390
AH,001,,R1,1911, 5,270,391
AH,001,,R1,1911, 6,270,400
AH,001,,R2,1738, 9, 85,116
AH,001,,R2,1738,10,102,122
AH,001,,R2,1738,11,101,125
AH,001,,R2,1738,12, 97,125
AH,001,,R2,1739, 1, 98,125
AH,001,,R2,1739, 2, 99,129
AH,001,,R2,1739, 3, 99,129
AH,001,,R2,1739, 4, 96,126
AH,001,,R2,1739, 9, 95,135
AH,001,,R2,1740, 6,105,118
AH,001,,R2,1740, 7,105,118
AH,001,,R2,1740, 8, 95,120
AH,001,,R2,1740, 9, 93,117
AH,001,,R2,1740,10, 90,110
AH,001,,R2,1740,11, 90,110
AH,001,,R2,1740,12, 90,110
AH,001,,R2,1741, 1, 92,110
AH,001,,R2,1741, 2, 95,108
AH,001,,R2,1741, 3, 95,105
AH,001,,R2,1741, 4, 95,106
AH,001,,R2,1741, 5, 94,108
AH,001,,R2,1741, 6, 93,111
AH,001,,R2,1741, 7, 92,109
AH,001,,R2,1741, 8, 91,102
AH,001,,R2,1741,10, 95,100
AH,001,,R2,1742, 5, 95,110
AH,001,,R2,1742, 6, 95,110
AH,001,,R2,1742, 7,100,114
AH,001,,R2,1742, 8, 95,114
AH,001,,R2,1742, 9,102,132
AH,001,,R2,1742,10,103,130
AH,001,,R2,1742,11,106,140
AH,001,,R2,1742,12,108,140
AH,001,,R2,1743, 1,119,142
AH,001,,R2,1743, 2,123,150
AH,001,,R2,1743, 3,126,160
AH,001,,R2,1743, 5,130,165
AH,001,,R2,1743, 6,130,165
AH,001,,R2,1743, 7,130,165
AH,001,,R2,1743, 8,130,163
AH,001,,R2,1743, 9,130,156
AH,001,,R2,1743,10,130,148
AH,001,,R2,1743,11,130,145
AH,001,,R2,1743,12,130,145
AH,001,,R2,1744, 1,130,145
AH,001,,R2,1744, 2,130,145
AH,001,,R2,1744, 3,130,145
AH,001,,R2,1744, 4,130,145
AH,001,,R2,1744, 5,130,142
AH,001,,R2,1744, 6,123,137
AH,001,,R2,1744, 7,116,135
AH,001,,R2,1744, 8,114,135
AH,001,,R2,1744, 9,111,131
AH,001,,R2,1744,10,110,130
AH,001,,R2,1744,11,110,128
AH,001,,R2,1744,12,110,128
AH,001,,R2,1745, 1,110,128
AH,001,,R2,1745, 2,110,128
AH,001,,R2,1745, 3,110,123
AH,001,,R2,1745, 4,110,125
AH,001,,R2,1745, 5,110,125
AH,001,,R2,1745, 6,110,125
AH,001,,R2,1745, 7,107,128
AH,001,,R2,1745, 8,109,125
AH,001,,R2,1745, 9,116,124
AH,001,,R2,1745,10,104,119
AH,001,,R2,1745,11,102,114
AH,001,,R2,1745,12,102,114
AH,001,,R2,1746, 1,101,114
AH,001,,R2,1746, 2,103,114
AH,001,,R2,1746, 3,110,114
AH,001,,R2,1746, 4,107,114
AH,001,,R2,1746, 5,103,122
AH,001,,R2,1746, 6,105,128
AH,001,,R2,1746, 7,106,127
AH,001,,R2,1746, 8,110,132
AH,001,,R2,1746, 9,110,134
AH,001,,R2,1746,10,107,130
AH,001,,R2,1746,11,108,123
AH,001,,R2,1746,12,107,122
AH,001,,R2,1747, 1,111,127
AH,001,,R2,1747, 2,115,126
AH,001,,R2,1747, 3,115,128
AH,001,,R2,1747, 4,115,136
AH,001,,R2,1747, 5,113,139
AH,001,,R2,1747, 6,112,137
AH,001,,R2,1747, 7,112,127
AH,001,,R2,1747, 8,117,133
AH,001,,R2,1747, 9,120,129
AH,001,,R2,1747,10,118,139
AH,001,,R2,1747,11,118,142
AH,001,,R2,1747,12,120,130
AH,001,,R2,1748, 1,120,150
AH,001,,R2,1748, 2,120,148
AH,001,,R2,1748, 3,120,148
AH,001,,R2,1748, 4,120,150
AH,001,,R2,1748, 5,121,154
AH,001,,R2,1748, 6,128,172
AH,001,,R2,1748, 7,129,171
AH,001,,R2,1748, 8,127,168
AH,001,,R2,1748, 9,123,165
AH,001,,R2,1748,10,122,163
AH,001,,R2,1748,11,122,162
AH,001,,R2,1748,12,122,162
AH,001,,R2,1749, 1,124,162
AH,001,,R2,1749, 2,127,162
AH,001,,R2,1749, 3,130,166
AH,001,,R2,1749, 4,135,171
AH,001,,R2,1749, 5,139,167
AH,001,,R2,1749, 6,134,162
AH,001,,R2,1749, 7,124,160
AH,001,,R2,1749, 8,114,149
AH,001,,R2,1749, 9,110,140
AH,001,,R2,1749,10,110,139
AH,001,,R2,1749,11,110,138
AH,001,,R2,1749,12,116,138
AH,001,,R2,1750, 1,120,140
AH,001,,R2,1750, 2,120,141
AH,001,,R2,1750, 3,120,141
AH,001,,R2,1750, 4,120,142
AH,001,,R2,1750, 5,120,144
AH,001,,R2,1750, 6,106,142
AH,001,,R2,1750, 8,100,142
AH,001,,R2,1750, 9,100,132
AH,001,,R2,1750,10,104,132
AH,001,,R2,1750,11,104,132
AH,001,,R2,1750,12,102,134
AH,001,,R2,1751, 5,116,137
AH,001,,R2,1751, 6,128,144
AH,001,,R2,1751, 7,128,156
AH,001,,R2,1751, 8,127,159
AH,001,,R2,1751, 9,126,160
AH,001,,R2,1751,10,126,160
AH,001,,R2,1751,11,126,160
AH,001,,R2,1751,12,126,162
AH,001,,R2,1752, 1,128,165
AH,001,,R2,1752, 2,132,168
AH,001,,R2,1752, 3,136,180
AH,001,,R2,1752, 4,137,190
AH,001,,R2,1752, 5,146,187
AH,001,,R2,1752, 6,153,185
AH,001,,R2,1752, 7,153,182
AH,001,,R2,1752, 8,143,177
AH,001,,R2,1752, 9,140,173
AH,001,,R2,1752,10,140,171
AH,001,,R2,1752,11,140,167
AH,001,,R2,1752,12,140,166
AH,001,,R2,1753, 1,140,166
AH,001,,R2,1753, 2,140,167
AH,001,,R2,1753, 3,140,165
AH,001,,R2,1753, 4,142,168
AH,001,,R2,1753, 5,144,165
AH,001,,R2,1753, 6,145,160
AH,001,,R2,1753, 7,125,160
AH,001,,R2,1753, 8,125,155
AH,001,,R2,1753, 9,125,155
AH,001,,R2,1753,10,127,154
AH,001,,R2,1753,11,135,152
AH,001,,R2,1753,12,135,157
AH,001,,R2,1754, 1,135,156
AH,001,,R2,1754, 2,136,156
AH,001,,R2,1754, 3,140,156
AH,001,,R2,1754, 4,140,156
AH,001,,R2,1754, 5,141,156
AH,001,,R2,1754, 6,141,156
AH,001,,R2,1754, 7,135,156
AH,001,,R2,1754, 8,128,156
AH,001,,R2,1754, 9,123,151
AH,001,,R2,1754,10,120,142
AH,001,,R2,1754,11,123,138
AH,001,,R2,1754,12,125,134
AH,001,,R2,1755, 1,125,132
AH,001,,R2,1755, 2,125,132
AH,001,,R2,1755, 3,125,132
AH,001,,R2,1755, 4,124,132
AH,001,,R2,1755, 5,124,132
AH,001,,R2,1755, 6,128,142
AH,001,,R2,1755,11,127,156
AH,001,,R2,1755,12,135,182
AH,001,,R2,1756, 1,140,184
AH,001,,R2,1756, 2,140,184
AH,001,,R2,1756, 3,153,185
AH,001,,R2,1756, 4,156,209
AH,001,,R2,1756, 5,168,235
AH,001,,R2,1756, 6,168,220
AH,001,,R2,1756, 7,167,216
AH,001,,R2,1756, 8,159,192
AH,001,,R2,1756, 9,148,176
AH,001,,R2,1756,10,125,156
AH,001,,R2,1756,11,125,155
AH,001,,R2,1756,12,125,155
AH,001,,R2,1757, 1,125,154
AH,001,,R2,1757, 5,135,165
AH,001,,R2,1757, 6,135,165
AH,001,,R2,1757, 7,127,156
AH,001,,R2,1757, 8,120,147
AH,001,,R2,1757, 9,120,140
AH,001,,R2,1757,10,120,140
AH,001,,R2,1757,11,123,140
AH,001,,R2,1757,12,125,140
AH,001,,R2,1758, 1,125,140
AH,001,,R2,1758, 2,125,140
